Id,District_Name,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
58,MAHBUBNAGAR,Bajra,2014-15,Kharif,1582,Hectare,1504,Tonnes,0.950695322
59,MAHBUBNAGAR,Bajra,2015-16,Kharif,1223,Hectare,1166,Tonnes,0.953393295
60,MEDAK,Bajra,2013-14,Kharif,232,Hectare,219,Tonnes,0.943965517
61,MEDAK,Bajra,2014-15,Kharif,294,Hectare,275,Tonnes,0.93537415
62,MEDAK,Bajra,2014-15,Rabi,9,Hectare,8,Tonnes,0.888888889
63,MEDAK,Bajra,2015-16,Kharif,285,Hectare,267,Tonnes,0.936842105
64,NALGONDA,Bajra,2013-14,Kharif,765,Hectare,773,Tonnes,1.010457516
65,NALGONDA,Bajra,2013-14,Rabi,2,Hectare,2,Tonnes,1
66,NALGONDA,Bajra,2014-15,Kharif,41,Hectare,17,Tonnes,0.414634146
67,NALGONDA,Bajra,2015-16,Kharif,53,Hectare,31,Tonnes,0.58490566
68,NALGONDA,Bajra,2015-16,Rabi,2,Hectare,1,Tonnes,0.5
69,NIZAMABAD,Bajra,2013-14,Rabi,6755,Hectare,6363,Tonnes,0.941968912
70,NIZAMABAD,Bajra,2014-15,Rabi,6063,Hectare,5681,Tonnes,0.936994887
71,NIZAMABAD,Bajra,2015-16,Rabi,1581,Hectare,1483,Tonnes,0.938013915
72,RANGAREDDI,Bajra,2013-14,Kharif,145,Hectare,137,Tonnes,0.944827586
73,RANGAREDDI,Bajra,2013-14,Rabi,2,Hectare,2,Tonnes,1
74,RANGAREDDI,Bajra,2014-15,Kharif,51,Hectare,48,Tonnes,0.941176471
75,RANGAREDDI,Bajra,2014-15,Rabi,9,Hectare,8,Tonnes,0.888888889
76,RANGAREDDI,Bajra,2015-16,Kharif,65,Hectare,61,Tonnes,0.938461538
77,WARANGAL,Bajra,2014-15,Kharif,7,Hectare,7,Tonnes,1
78,WARANGAL,Bajra,2014-15,Rabi,77,Hectare,72,Tonnes,0.935064935
79,WARANGAL,Bajra,2015-16,Kharif,6,Hectare,6,Tonnes,1
80,WARANGAL,Bajra,2015-16,Rabi,4,Hectare,4,Tonnes,1
81,ADILABAD,Banana,2014-15,Kharif,11,Hectare,464,Tonnes,42.18181818
82,ADILABAD,Banana,2015-16,Kharif,20,Hectare,957,Tonnes,47.85
83,KARIMNAGAR,Banana,2013-14,Whole Year,14,Hectare,436,Tonnes,31.14285714
84,KARIMNAGAR,Banana,2014-15,Kharif,31,Hectare,1307,Tonnes,42.16129032
85,KARIMNAGAR,Banana,2015-16,Kharif,50,Hectare,2392,Tonnes,47.84
86,KHAMMAM,Banana,2013-14,Whole Year,668,Hectare,20804,Tonnes,31.14371257
87,KHAMMAM,Banana,2014-15,Kharif,358,Hectare,15518,Tonnes,43.34636872
88,KHAMMAM,Banana,2015-16,Kharif,386,Hectare,23093,Tonnes,59.82642487
89,MAHBUBNAGAR,Banana,2015-16,Kharif,2,Hectare,96,Tonnes,48
90,MEDAK,Banana,2013-14,Whole Year,545,Hectare,16973,Tonnes,31.14311927
91,MEDAK,Banana,2014-15,Kharif,904,Hectare,37703,Tonnes,41.70685841
92,MEDAK,Banana,2015-16,Kharif,660,Hectare,26948,Tonnes,40.83030303
93,NALGONDA,Banana,2013-14,Whole Year,11,Hectare,343,Tonnes,31.18181818
94,NALGONDA,Banana,2014-15,Kharif,39,Hectare,1645,Tonnes,42.17948718
95,NALGONDA,Banana,2015-16,Kharif,33,Hectare,1579,Tonnes,47.84848485
96,NIZAMABAD,Banana,2013-14,Whole Year,46,Hectare,1433,Tonnes,31.15217391
97,NIZAMABAD,Banana,2014-15,Kharif,44,Hectare,1856,Tonnes,42.18181818
98,NIZAMABAD,Banana,2015-16,Kharif,98,Hectare,4688,Tonnes,47.83673469
99,RANGAREDDI,Banana,2013-14,Whole Year,63,Hectare,1962,Tonnes,31.14285714
100,RANGAREDDI,Banana,2014-15,Kharif,56,Hectare,2362,Tonnes,42.17857143
101,RANGAREDDI,Banana,2015-16,Kharif,99,Hectare,4736,Tonnes,47.83838384
102,WARANGAL,Banana,2013-14,Whole Year,175,Hectare,5450,Tonnes,31.14285714
103,WARANGAL,Banana,2014-15,Kharif,264,Hectare,11133,Tonnes,42.17045455
104,WARANGAL,Banana,2015-16,Kharif,408,Hectare,19519,Tonnes,47.84068627
105,ADILABAD,Cashewnut,2013-14,Kharif,27,Hectare,17,Tonnes,0.62962963
106,ADILABAD,Cashewnut,2014-15,Kharif,12,Hectare,7,Tonnes,0.583333333
107,KHAMMAM,Cashewnut,2013-14,Kharif,4208,Hectare,2693,Tonnes,0.639971483
108,KHAMMAM,Cashewnut,2014-15,Kharif,4077,Hectare,2283,Tonnes,0.559970567
109,KHAMMAM,Cashewnut,2015-16,Kharif,3036,Hectare,2146,Tonnes,0.70685112
110,ADILABAD,Castor seed,2013-14,Kharif,125,Hectare,88,Tonnes,0.704
111,ADILABAD,Castor seed,2013-14,Rabi,10,Hectare,7,Tonnes,0.7
112,ADILABAD,Castor seed,2014-15,Kharif,91,Hectare,53,Tonnes,0.582417582
113,ADILABAD,Castor seed,2014-15,Rabi,3,Hectare,2,Tonnes,0.666666667
114,ADILABAD,Castor seed,2015-16,Kharif,59,Hectare,21,Tonnes,0.355932203
115,KARIMNAGAR,Castor seed,2013-14,Kharif,13,Hectare,9,Tonnes,0.692307692
116,KARIMNAGAR,Castor seed,2014-15,Kharif,66,Hectare,38,Tonnes,0.575757576
117,KARIMNAGAR,Castor seed,2015-16,Kharif,78,Hectare,28,Tonnes,0.358974359
